park_name,park_unit,state,year,month,month_name,date,visitor_count,average_temperature_f,precipitation_in,latitude,climate_zone
Badlands,BADL,SD,2010,1,January,2010-01-01,34222,NA,2.1,NA,NA
Badlands,BADL,SD,2010,2,February,2010-02-01,39111,NA,1.9,NA,NA
Badlands,BADL,SD,2010,3,March,2010-03-01,53778,NA,2.4,NA,NA
Badlands,BADL,SD,2010,4,April,2010-04-01,68444,NA,2.7,NA,NA
Badlands,BADL,SD,2010,5,May,2010-05-01,88000,NA,3.1,NA,NA
Badlands,BADL,SD,2010,6,June,2010-06-01,112444,NA,3,NA,NA
Badlands,BADL,SD,2010,7,July,2010-07-01,136889,NA,2.7,NA,NA
Badlands,BADL,SD,2010,8,August,2010-08-01,127111,NA,2.6,NA,NA
Badlands,BADL,SD,2010,9,September,2010-09-01,102667,NA,2.5,NA,NA
Badlands,BADL,SD,2010,10,October,2010-10-01,83111,NA,2.5,NA,NA
Badlands,BADL,SD,2010,11,November,2010-11-01,68444,NA,2.5,NA,NA
Badlands,BADL,SD,2010,12,December,2010-12-01,63556,NA,2.3,NA,NA
Badlands,BADL,SD,2011,1,January,2011-01-01,30476,NA,2.1,NA,NA
Badlands,BADL,SD,2011,2,February,2011-02-01,34830,NA,1.9,NA,NA
Badlands,BADL,SD,2011,3,March,2011-03-01,47891,NA,2.4,NA,NA
Badlands,BADL,SD,2011,4,April,2011-04-01,60952,NA,2.7,NA,NA
Badlands,BADL,SD,2011,5,May,2011-05-01,78367,NA,3.1,NA,NA
Badlands,BADL,SD,2011,6,June,2011-06-01,100135,NA,3,NA,NA
Badlands,BADL,SD,2011,7,July,2011-07-01,121904,NA,2.7,NA,NA
Badlands,BADL,SD,2011,8,August,2011-08-01,113196,NA,2.6,NA,NA
Badlands,BADL,SD,2011,9,September,2011-09-01,91428,NA,2.5,NA,NA
Badlands,BADL,SD,2011,10,October,2011-10-01,74013,NA,2.5,NA,NA
Badlands,BADL,SD,2011,11,November,2011-11-01,60952,NA,2.5,NA,NA
Badlands,BADL,SD,2011,12,December,2011-12-01,56598,NA,2.3,NA,NA
Badlands,BADL,SD,2012,1,January,2012-01-01,30919,NA,2.1,NA,NA
Badlands,BADL,SD,2012,2,February,2012-02-01,35336,NA,1.9,NA,NA
Badlands,BADL,SD,2012,3,March,2012-03-01,48587,NA,2.4,NA,NA
Badlands,BADL,SD,2012,4,April,2012-04-01,61838,NA,2.7,NA,NA
Badlands,BADL,SD,2012,5,May,2012-05-01,79507,NA,3.1,NA,NA
Badlands,BADL,SD,2012,6,June,2012-06-01,101592,NA,3,NA,NA
Badlands,BADL,SD,2012,7,July,2012-07-01,123677,NA,2.7,NA,NA
Badlands,BADL,SD,2012,8,August,2012-08-01,114843,NA,2.6,NA,NA
Badlands,BADL,SD,2012,9,September,2012-09-01,92758,NA,2.5,NA,NA
Badlands,BADL,SD,2012,10,October,2012-10-01,75090,NA,2.5,NA,NA
Badlands,BADL,SD,2012,11,November,2012-11-01,61838,NA,2.5,NA,NA
Badlands,BADL,SD,2012,12,December,2012-12-01,57421,NA,2.3,NA,NA
Badlands,BADL,SD,2013,1,January,2013-01-01,31233,NA,2.1,NA,NA
Badlands,BADL,SD,2013,2,February,2013-02-01,35695,NA,1.9,NA,NA
Badlands,BADL,SD,2013,3,March,2013-03-01,49080,NA,2.4,NA,NA
Badlands,BADL,SD,2013,4,April,2013-04-01,62466,NA,2.7,NA,NA
Badlands,BADL,SD,2013,5,May,2013-05-01,80313,NA,3.1,NA,NA
Badlands,BADL,SD,2013,6,June,2013-06-01,102623,NA,3,NA,NA
Badlands,BADL,SD,2013,7,July,2013-07-01,124932,NA,2.7,NA,NA
Badlands,BADL,SD,2013,8,August,2013-08-01,116008,NA,2.6,NA,NA
Badlands,BADL,SD,2013,9,September,2013-09-01,93699,NA,2.5,NA,NA
Badlands,BADL,SD,2013,10,October,2013-10-01,75852,NA,2.5,NA,NA
Badlands,BADL,SD,2013,11,November,2013-11-01,62466,NA,2.5,NA,NA
Badlands,BADL,SD,2013,12,December,2013-12-01,58004,NA,2.3,NA,NA
Badlands,BADL,SD,2014,1,January,2014-01-01,30383,NA,2.1,NA,NA
Badlands,BADL,SD,2014,2,February,2014-02-01,34724,NA,1.9,NA,NA
Badlands,BADL,SD,2014,3,March,2014-03-01,47745,NA,2.4,NA,NA
Badlands,BADL,SD,2014,4,April,2014-04-01,60767,NA,2.7,NA,NA
Badlands,BADL,SD,2014,5,May,2014-05-01,78128,NA,3.1,NA,NA
Badlands,BADL,SD,2014,6,June,2014-06-01,99831,NA,3,NA,NA
Badlands,BADL,SD,2014,7,July,2014-07-01,121533,NA,2.7,NA,NA
Badlands,BADL,SD,2014,8,August,2014-08-01,112852,NA,2.6,NA,NA
Badlands,BADL,SD,2014,9,September,2014-09-01,91150,NA,2.5,NA,NA
Badlands,BADL,SD,2014,10,October,2014-10-01,73788,NA,2.5,NA,NA
Badlands,BADL,SD,2014,11,November,2014-11-01,60767,NA,2.5,NA,NA
Badlands,BADL,SD,2014,12,December,2014-12-01,56426,NA,2.3,NA,NA
Badlands,BADL,SD,2015,1,January,2015-01-01,34627,NA,2.1,NA,NA
Badlands,BADL,SD,2015,2,February,2015-02-01,39574,NA,1.9,NA,NA
Badlands,BADL,SD,2015,3,March,2015-03-01,54414,NA,2.4,NA,NA
Badlands,BADL,SD,2015,4,April,2015-04-01,69255,NA,2.7,NA,NA
Badlands,BADL,SD,2015,5,May,2015-05-01,89042,NA,3.1,NA,NA
Badlands,BADL,SD,2015,6,June,2015-06-01,113776,NA,3,NA,NA
Badlands,BADL,SD,2015,7,July,2015-07-01,138510,NA,2.7,NA,NA
Badlands,BADL,SD,2015,8,August,2015-08-01,128616,NA,2.6,NA,NA
Badlands,BADL,SD,2015,9,September,2015-09-01,103882,NA,2.5,NA,NA
Badlands,BADL,SD,2015,10,October,2015-10-01,84095,NA,2.5,NA,NA
Badlands,BADL,SD,2015,11,November,2015-11-01,69255,NA,2.5,NA,NA
Badlands,BADL,SD,2015,12,December,2015-12-01,64308,NA,2.3,NA,NA
Badlands,BADL,SD,2016,1,January,2016-01-01,34869,NA,2.1,NA,NA
Badlands,BADL,SD,2016,2,February,2016-02-01,39851,NA,1.9,NA,NA
Badlands,BADL,SD,2016,3,March,2016-03-01,54794,NA,2.4,NA,NA
Badlands,BADL,SD,2016,4,April,2016-04-01,69738,NA,2.7,NA,NA
Badlands,BADL,SD,2016,5,May,2016-05-01,89664,NA,3.1,NA,NA
Badlands,BADL,SD,2016,6,June,2016-06-01,114570,NA,3,NA,NA
Badlands,BADL,SD,2016,7,July,2016-07-01,139477,NA,2.7,NA,NA
Badlands,BADL,SD,2016,8,August,2016-08-01,129514,NA,2.6,NA,NA
Badlands,BADL,SD,2016,9,September,2016-09-01,104608,NA,2.5,NA,NA
Badlands,BADL,SD,2016,10,October,2016-10-01,84682,NA,2.5,NA,NA
Badlands,BADL,SD,2016,11,November,2016-11-01,69738,NA,2.5,NA,NA
Badlands,BADL,SD,2016,12,December,2016-12-01,64757,NA,2.3,NA,NA
Biscayne,BISC,FL,2007,1,January,2007-01-01,18110,NA,2.1,NA,NA
Biscayne,BISC,FL,2007,2,February,2007-02-01,20698,NA,1.9,NA,NA
Biscayne,BISC,FL,2007,3,March,2007-03-01,28459,NA,2.4,NA,NA
Biscayne,BISC,FL,2007,4,April,2007-04-01,36221,NA,2.7,NA,NA
Biscayne,BISC,FL,2007,5,May,2007-05-01,46570,NA,3.1,NA,NA
Biscayne,BISC,FL,2007,6,June,2007-06-01,59506,NA,3,NA,NA
Biscayne,BISC,FL,2007,7,July,2007-07-01,72442,NA,2.7,NA,NA
Biscayne,BISC,FL,2007,8,August,2007-08-01,67267,NA,2.6,NA,NA
Biscayne,BISC,FL,2007,9,September,2007-09-01,54331,NA,2.5,NA,NA
Biscayne,BISC,FL,2007,10,October,2007-10-01,43983,NA,2.5,NA,NA
Biscayne,BISC,FL,2007,11,November,2007-11-01,36221,NA,2.5,NA,NA
Biscayne,BISC,FL,2007,12,December,2007-12-01,33634,NA,2.3,NA,NA
Biscayne,BISC,FL,2008,1,January,2008-01-01,24012,NA,2.1,NA,NA
Biscayne,BISC,FL,2008,2,February,2008-02-01,27442,NA,1.9,NA,NA
Biscayne,BISC,FL,2008,3,March,2008-03-01,37733,NA,2.4,NA,NA
Biscayne,BISC,FL,2008,4,April,2008-04-01,48024,NA,2.7,NA,NA
Biscayne,BISC,FL,2008,5,May,2008-05-01,61746,NA,3.1,NA,NA
Biscayne,BISC,FL,2008,6,June,2008-06-01,78897,NA,3,NA,NA
Biscayne,BISC,FL,2008,7,July,2008-07-01,96049,NA,2.7,NA,NA
Biscayne,BISC,FL,2008,8,August,2008-08-01,89188,NA,2.6,NA,NA
Biscayne,BISC,FL,2008,9,September,2008-09-01,72037,NA,2.5,NA,NA
Biscayne,BISC,FL,2008,10,October,2008-10-01,58315,NA,2.5,NA,NA
Biscayne,BISC,FL,2008,11,November,2008-11-01,48024,NA,2.5,NA,NA
Biscayne,BISC,FL,2008,12,December,2008-12-01,44594,NA,2.3,NA,NA
Biscayne,BISC,FL,2009,1,January,2009-01-01,15321,NA,2.1,NA,NA
Biscayne,BISC,FL,2009,2,February,2009-02-01,17510,NA,1.9,NA,NA
Biscayne,BISC,FL,2009,3,March,2009-03-01,24076,NA,2.4,NA,NA
Biscayne,BISC,FL,2009,4,April,2009-04-01,30642,NA,2.7,NA,NA
Biscayne,BISC,FL,2009,5,May,2009-05-01,39397,NA,3.1,NA,NA
Biscayne,BISC,FL,2009,6,June,2009-06-01,50341,NA,3,NA,NA
Biscayne,BISC,FL,2009,7,July,2009-07-01,61284,NA,2.7,NA,NA
Biscayne,BISC,FL,2009,8,August,2009-08-01,56907,NA,2.6,NA,NA
Biscayne,BISC,FL,2009,9,September,2009-09-01,45963,NA,2.5,NA,NA
Biscayne,BISC,FL,2009,10,October,2009-10-01,37208,NA,2.5,NA,NA
Biscayne,BISC,FL,2009,11,November,2009-11-01,30642,NA,2.5,NA,NA
Biscayne,BISC,FL,2009,12,December,2009-12-01,28453,NA,2.3,NA,NA
Biscayne,BISC,FL,2010,1,January,2010-01-01,16366,NA,2.1,NA,NA
Biscayne,BISC,FL,2010,2,February,2010-02-01,18704,NA,1.9,NA,NA
Biscayne,BISC,FL,2010,3,March,2010-03-01,25719,NA,2.4,NA,NA
Biscayne,BISC,FL,2010,4,April,2010-04-01,32733,NA,2.7,NA,NA
Biscayne,BISC,FL,2010,5,May,2010-05-01,42085,NA,3.1,NA,NA
Biscayne,BISC,FL,2010,6,June,2010-06-01,53775,NA,3,NA,NA
Biscayne,BISC,FL,2010,7,July,2010-07-01,65466,NA,2.7,NA,NA
Biscayne,BISC,FL,2010,8,August,2010-08-01,60790,NA,2.6,NA,NA
Biscayne,BISC,FL,2010,9,September,2010-09-01,49099,NA,2.5,NA,NA
Biscayne,BISC,FL,2010,10,October,2010-10-01,39747,NA,2.5,NA,NA
Biscayne,BISC,FL,2010,11,November,2010-11-01,32733,NA,2.5,NA,NA
Biscayne,BISC,FL,2010,12,December,2010-12-01,30395,NA,2.3,NA,NA
Biscayne,BISC,FL,2011,1,January,2011-01-01,16663,NA,2.1,NA,NA
Biscayne,BISC,FL,2011,2,February,2011-02-01,19043,NA,1.9,NA,NA
Biscayne,BISC,FL,2011,3,March,2011-03-01,26184,NA,2.4,NA,NA
Biscayne,BISC,FL,2011,4,April,2011-04-01,33325,NA,2.7,NA,NA
Biscayne,BISC,FL,2011,5,May,2011-05-01,42847,NA,3.1,NA,NA
Biscayne,BISC,FL,2011,6,June,2011-06-01,54749,NA,3,NA,NA
Biscayne,BISC,FL,2011,7,July,2011-07-01,66651,NA,2.7,NA,NA
Biscayne,BISC,FL,2011,8,August,2011-08-01,61890,NA,2.6,NA,NA
Biscayne,BISC,FL,2011,9,September,2011-09-01,49988,NA,2.5,NA,NA
Biscayne,BISC,FL,2011,10,October,2011-10-01,40467,NA,2.5,NA,NA
Biscayne,BISC,FL,2011,11,November,2011-11-01,33325,NA,2.5,NA,NA
Biscayne,BISC,FL,2011,12,December,2011-12-01,30945,NA,2.3,NA,NA
Biscayne,BISC,FL,2012,1,January,2012-01-01,17346,NA,2.1,NA,NA
Biscayne,BISC,FL,2012,2,February,2012-02-01,19825,NA,1.9,NA,NA
Biscayne,BISC,FL,2012,3,March,2012-03-01,27259,NA,2.4,NA,NA
Biscayne,BISC,FL,2012,4,April,2012-04-01,34693,NA,2.7,NA,NA
Biscayne,BISC,FL,2012,5,May,2012-05-01,44605,NA,3.1,NA,NA
Biscayne,BISC,FL,2012,6,June,2012-06-01,56995,NA,3,NA,NA
Biscayne,BISC,FL,2012,7,July,2012-07-01,69386,NA,2.7,NA,NA
Biscayne,BISC,FL,2012,8,August,2012-08-01,64430,NA,2.6,NA,NA
Biscayne,BISC,FL,2012,9,September,2012-09-01,52039,NA,2.5,NA,NA
Biscayne,BISC,FL,2012,10,October,2012-10-01,42127,NA,2.5,NA,NA
Biscayne,BISC,FL,2012,11,November,2012-11-01,34693,NA,2.5,NA,NA
Biscayne,BISC,FL,2012,12,December,2012-12-01,32215,NA,2.3,NA,NA
Biscayne,BISC,FL,2013,1,January,2013-01-01,17040,NA,2.1,NA,NA
Biscayne,BISC,FL,2013,2,February,2013-02-01,19474,NA,1.9,NA,NA
Biscayne,BISC,FL,2013,3,March,2013-03-01,26777,NA,2.4,NA,NA
Biscayne,BISC,FL,2013,4,April,2013-04-01,34079,NA,2.7,NA,NA
Biscayne,BISC,FL,2013,5,May,2013-05-01,43816,NA,3.1,NA,NA
Biscayne,BISC,FL,2013,6,June,2013-06-01,55988,NA,3,NA,NA
Biscayne,BISC,FL,2013,7,July,2013-07-01,68159,NA,2.7,NA,NA
Biscayne,BISC,FL,2013,8,August,2013-08-01,63290,NA,2.6,NA,NA
Biscayne,BISC,FL,2013,9,September,2013-09-01,51119,NA,2.5,NA,NA
Biscayne,BISC,FL,2013,10,October,2013-10-01,41382,NA,2.5,NA,NA
Biscayne,BISC,FL,2013,11,November,2013-11-01,34079,NA,2.5,NA,NA
Biscayne,BISC,FL,2013,12,December,2013-12-01,31645,NA,2.3,NA,NA
Biscayne,BISC,FL,2014,1,January,2014-01-01,18401,NA,2.1,NA,NA
Biscayne,BISC,FL,2014,2,February,2014-02-01,21030,NA,1.9,NA,NA
Biscayne,BISC,FL,2014,3,March,2014-03-01,28916,NA,2.4,NA,NA
Biscayne,BISC,FL,2014,4,April,2014-04-01,36802,NA,2.7,NA,NA
Biscayne,BISC,FL,2014,5,May,2014-05-01,47317,NA,3.1,NA,NA
Biscayne,BISC,FL,2014,6,June,2014-06-01,60461,NA,3,NA,NA
